runfile('/local-scratch/parmis/inductive_learning/LP_inductive_learning/pn2_main.py', wdir='/local-scratch/parmis/inductive_learning/LP_inductive_learning')
Reloaded modules: dataCenter, utils, models, classification, plotter

KDD SETING: Namespace(DropOut_rate=0.3, Vis_step=50, batch_norm=True, config='experiments.conf', dataSet='cora', decoder_type='ML_SBM', encoder_layers='64', encoder_type='Multi_GCN', epoch_number=300, lr=0.01, model='KDD', mpath='VGAE_FrameWork_MODEL', negative_sampling_rate=1, num_node=-1, num_of_comunities=128, num_of_relations=2, save_embeddings_to_file=True, seed=123, split_the_data_to_train_test=True, use_feature=True)
using device 0 GeForce GTX TITAN X
DEVICE: 0
Finish spliting dataset to train and test.
Epoch: 001 | Loss: 2.805342 | Reconstruction_loss: 2.371756 | z_kl_loss: 0.433587 | Accuracy: 0.500277
Epoch: 032 | Loss: 0.540450 | Reconstruction_loss: 0.428489 | z_kl_loss: 0.111961 | Accuracy: 0.805113
Epoch: 033 | Loss: 0.535317 | Reconstruction_loss: 0.425393 | z_kl_loss: 0.109924 | Accuracy: 0.812929
Epoch: 034 | Loss: 0.523082 | Reconstruction_loss: 0.414501 | z_kl_loss: 0.108581 | Accuracy: 0.815137
Epoch: 035 | Loss: 0.511035 | Reconstruction_loss: 0.403451 | z_kl_loss: 0.107584 | Accuracy: 0.812124
Epoch: 036 | Loss: 0.493353 | Reconstruction_loss: 0.387088 | z_kl_loss: 0.106265 | Accuracy: 0.807573
Epoch: 037 | Loss: 0.484109 | Reconstruction_loss: 0.379484 | z_kl_loss: 0.104625 | Accuracy: 0.813822
Epoch: 038 | Loss: 0.474826 | Reconstruction_loss: 0.372090 | z_kl_loss: 0.102736 | Accuracy: 0.824438
Epoch: 039 | Loss: 0.465300 | Reconstruction_loss: 0.364398 | z_kl_loss: 0.100901 | Accuracy: 0.829032
Epoch: 040 | Loss: 0.465393 | Reconstruction_loss: 0.365864 | z_kl_loss: 0.099529 | Accuracy: 0.832587
Epoch: 041 | Loss: 0.453752 | Reconstruction_loss: 0.354994 | z_kl_loss: 0.098758 | Accuracy: 0.831443
Epoch: 042 | Loss: 0.447092 | Reconstruction_loss: 0.348678 | z_kl_loss: 0.098414 | Accuracy: 0.830654
Epoch: 043 | Loss: 0.440500 | Reconstruction_loss: 0.342323 | z_kl_loss: 0.098177 | Accuracy: 0.820594
Epoch: 044 | Loss: 0.428582 | Reconstruction_loss: 0.330885 | z_kl_loss: 0.097697 | Accuracy: 0.825464
Epoch: 045 | Loss: 0.422915 | Reconstruction_loss: 0.326011 | z_kl_loss: 0.096904 | Accuracy: 0.827617
Epoch: 046 | Loss: 0.417676 | Reconstruction_loss: 0.321803 | z_kl_loss: 0.095873 | Accuracy: 0.834519
Epoch: 047 | Loss: 0.406220 | Reconstruction_loss: 0.311282 | z_kl_loss: 0.094938 | Accuracy: 0.839901
Epoch: 048 | Loss: 0.397300 | Reconstruction_loss: 0.303342 | z_kl_loss: 0.093957 | Accuracy: 0.845154
Epoch: 049 | Loss: 0.392690 | Reconstruction_loss: 0.299718 | z_kl_loss: 0.092972 | Accuracy: 0.845057
Epoch: 050 | Loss: 0.386884 | Reconstruction_loss: 0.294919 | z_kl_loss: 0.091965 | Accuracy: 0.851152
Epoch: 051 | Loss: 0.386638 | Reconstruction_loss: 0.295612 | z_kl_loss: 0.091026 | Accuracy: 0.850541
Epoch: 052 | Loss: 0.382068 | Reconstruction_loss: 0.292090 | z_kl_loss: 0.089977 | Accuracy: 0.848711
Epoch: 053 | Loss: 0.373117 | Reconstruction_loss: 0.284263 | z_kl_loss: 0.088854 | Accuracy: 0.846867
Epoch: 054 | Loss: 0.369418 | Reconstruction_loss: 0.281808 | z_kl_loss: 0.087610 | Accuracy: 0.848607
Epoch: 055 | Loss: 0.370489 | Reconstruction_loss: 0.284185 | z_kl_loss: 0.086304 | Accuracy: 0.854303
Epoch: 056 | Loss: 0.357889 | Reconstruction_loss: 0.272821 | z_kl_loss: 0.085068 | Accuracy: 0.856096
Epoch: 057 | Loss: 0.351394 | Reconstruction_loss: 0.267513 | z_kl_loss: 0.083881 | Accuracy: 0.859817
Epoch: 058 | Loss: 0.350807 | Reconstruction_loss: 0.268028 | z_kl_loss: 0.082778 | Accuracy: 0.864885
Epoch: 059 | Loss: 0.354398 | Reconstruction_loss: 0.272434 | z_kl_loss: 0.081964 | Accuracy: 0.866505
Epoch: 060 | Loss: 0.350251 | Reconstruction_loss: 0.268825 | z_kl_loss: 0.081425 | Accuracy: 0.864272
Epoch: 061 | Loss: 0.356291 | Reconstruction_loss: 0.275423 | z_kl_loss: 0.080869 | Accuracy: 0.862515
Epoch: 062 | Loss: 0.340585 | Reconstruction_loss: 0.260348 | z_kl_loss: 0.080237 | Accuracy: 0.858127
Epoch: 063 | Loss: 0.338405 | Reconstruction_loss: 0.258948 | z_kl_loss: 0.079458 | Accuracy: 0.857935
Epoch: 064 | Loss: 0.335865 | Reconstruction_loss: 0.257327 | z_kl_loss: 0.078538 | Accuracy: 0.865278
Epoch: 065 | Loss: 0.344005 | Reconstruction_loss: 0.266142 | z_kl_loss: 0.077863 | Accuracy: 0.873417
Epoch: 066 | Loss: 0.323915 | Reconstruction_loss: 0.246579 | z_kl_loss: 0.077336 | Accuracy: 0.874155
Epoch: 067 | Loss: 0.327790 | Reconstruction_loss: 0.250597 | z_kl_loss: 0.077193 | Accuracy: 0.872161
Epoch: 068 | Loss: 0.330321 | Reconstruction_loss: 0.252971 | z_kl_loss: 0.077351 | Accuracy: 0.871731
Epoch: 069 | Loss: 0.310434 | Reconstruction_loss: 0.233117 | z_kl_loss: 0.077318 | Accuracy: 0.871080
Epoch: 070 | Loss: 0.322130 | Reconstruction_loss: 0.245048 | z_kl_loss: 0.077082 | Accuracy: 0.876397
Epoch: 071 | Loss: 0.302250 | Reconstruction_loss: 0.225312 | z_kl_loss: 0.076938 | Accuracy: 0.882641
Epoch: 072 | Loss: 0.315910 | Reconstruction_loss: 0.239111 | z_kl_loss: 0.076799 | Accuracy: 0.883440
Epoch: 073 | Loss: 0.315778 | Reconstruction_loss: 0.239060 | z_kl_loss: 0.076718 | Accuracy: 0.879589
Epoch: 074 | Loss: 0.317029 | Reconstruction_loss: 0.240278 | z_kl_loss: 0.076752 | Accuracy: 0.878469
Epoch: 075 | Loss: 0.300777 | Reconstruction_loss: 0.223834 | z_kl_loss: 0.076943 | Accuracy: 0.876621
Epoch: 076 | Loss: 0.302262 | Reconstruction_loss: 0.225365 | z_kl_loss: 0.076897 | Accuracy: 0.877408
Epoch: 077 | Loss: 0.302888 | Reconstruction_loss: 0.226391 | z_kl_loss: 0.076496 | Accuracy: 0.886443
Epoch: 078 | Loss: 0.295400 | Reconstruction_loss: 0.219425 | z_kl_loss: 0.075975 | Accuracy: 0.887995
Epoch: 079 | Loss: 0.289698 | Reconstruction_loss: 0.214151 | z_kl_loss: 0.075547 | Accuracy: 0.891624
Epoch: 080 | Loss: 0.293176 | Reconstruction_loss: 0.217973 | z_kl_loss: 0.075204 | Accuracy: 0.891234
Epoch: 081 | Loss: 0.288622 | Reconstruction_loss: 0.213671 | z_kl_loss: 0.074951 | Accuracy: 0.891546
Epoch: 082 | Loss: 0.284591 | Reconstruction_loss: 0.210173 | z_kl_loss: 0.074418 | Accuracy: 0.885442
Epoch: 083 | Loss: 0.286466 | Reconstruction_loss: 0.212901 | z_kl_loss: 0.073565 | Accuracy: 0.887303
Epoch: 084 | Loss: 0.279256 | Reconstruction_loss: 0.206691 | z_kl_loss: 0.072565 | Accuracy: 0.892459
Epoch: 085 | Loss: 0.284042 | Reconstruction_loss: 0.212427 | z_kl_loss: 0.071614 | Accuracy: 0.893420
Epoch: 086 | Loss: 0.278408 | Reconstruction_loss: 0.207548 | z_kl_loss: 0.070859 | Accuracy: 0.898672
Epoch: 087 | Loss: 0.271548 | Reconstruction_loss: 0.201070 | z_kl_loss: 0.070479 | Accuracy: 0.896898
Epoch: 088 | Loss: 0.280471 | Reconstruction_loss: 0.210299 | z_kl_loss: 0.070173 | Accuracy: 0.899373
Epoch: 089 | Loss: 0.269187 | Reconstruction_loss: 0.199027 | z_kl_loss: 0.070160 | Accuracy: 0.896110
Epoch: 090 | Loss: 0.271849 | Reconstruction_loss: 0.201734 | z_kl_loss: 0.070115 | Accuracy: 0.891573
Epoch: 091 | Loss: 0.274441 | Reconstruction_loss: 0.204861 | z_kl_loss: 0.069580 | Accuracy: 0.898517
Epoch: 092 | Loss: 0.276560 | Reconstruction_loss: 0.207588 | z_kl_loss: 0.068972 | Accuracy: 0.902367
Epoch: 093 | Loss: 0.267514 | Reconstruction_loss: 0.199074 | z_kl_loss: 0.068440 | Accuracy: 0.904437
Epoch: 094 | Loss: 0.261402 | Reconstruction_loss: 0.193438 | z_kl_loss: 0.067965 | Accuracy: 0.903217
Epoch: 095 | Loss: 0.266589 | Reconstruction_loss: 0.198864 | z_kl_loss: 0.067725 | Accuracy: 0.897681
Epoch: 096 | Loss: 0.274458 | Reconstruction_loss: 0.207018 | z_kl_loss: 0.067440 | Accuracy: 0.900172
Epoch: 097 | Loss: 0.261349 | Reconstruction_loss: 0.194258 | z_kl_loss: 0.067091 | Accuracy: 0.896613
Epoch: 098 | Loss: 0.260492 | Reconstruction_loss: 0.193830 | z_kl_loss: 0.066661 | Accuracy: 0.900185
Epoch: 099 | Loss: 0.258685 | Reconstruction_loss: 0.192451 | z_kl_loss: 0.066235 | Accuracy: 0.902183
Epoch: 100 | Loss: 0.246881 | Reconstruction_loss: 0.181561 | z_kl_loss: 0.065320 | Accuracy: 0.907162
Epoch: 101 | Loss: 0.265795 | Reconstruction_loss: 0.202017 | z_kl_loss: 0.063778 | Accuracy: 0.913558
Epoch: 102 | Loss: 0.258793 | Reconstruction_loss: 0.195813 | z_kl_loss: 0.062980 | Accuracy: 0.909150
Epoch: 103 | Loss: 0.248054 | Reconstruction_loss: 0.185858 | z_kl_loss: 0.062196 | Accuracy: 0.904267
Epoch: 104 | Loss: 0.250871 | Reconstruction_loss: 0.189366 | z_kl_loss: 0.061505 | Accuracy: 0.895943
Epoch: 105 | Loss: 0.243204 | Reconstruction_loss: 0.182739 | z_kl_loss: 0.060465 | Accuracy: 0.898104
Epoch: 106 | Loss: 0.246480 | Reconstruction_loss: 0.186913 | z_kl_loss: 0.059567 | Accuracy: 0.908165
Epoch: 107 | Loss: 0.243099 | Reconstruction_loss: 0.184229 | z_kl_loss: 0.058870 | Accuracy: 0.918418
Epoch: 108 | Loss: 0.239240 | Reconstruction_loss: 0.180741 | z_kl_loss: 0.058499 | Accuracy: 0.917817
Epoch: 109 | Loss: 0.241719 | Reconstruction_loss: 0.183145 | z_kl_loss: 0.058574 | Accuracy: 0.911343
Epoch: 110 | Loss: 0.241932 | Reconstruction_loss: 0.183048 | z_kl_loss: 0.058884 | Accuracy: 0.903830
Epoch: 111 | Loss: 0.238384 | Reconstruction_loss: 0.179368 | z_kl_loss: 0.059016 | Accuracy: 0.903507
Epoch: 112 | Loss: 0.234926 | Reconstruction_loss: 0.176070 | z_kl_loss: 0.058855 | Accuracy: 0.905119
Epoch: 113 | Loss: 0.235296 | Reconstruction_loss: 0.176657 | z_kl_loss: 0.058638 | Accuracy: 0.910623
Epoch: 114 | Loss: 0.235600 | Reconstruction_loss: 0.177019 | z_kl_loss: 0.058581 | Accuracy: 0.916070
Epoch: 115 | Loss: 0.241010 | Reconstruction_loss: 0.182394 | z_kl_loss: 0.058616 | Accuracy: 0.916811
Epoch: 116 | Loss: 0.234434 | Reconstruction_loss: 0.175806 | z_kl_loss: 0.058627 | Accuracy: 0.920355
Epoch: 117 | Loss: 0.232031 | Reconstruction_loss: 0.173354 | z_kl_loss: 0.058677 | Accuracy: 0.912041
Epoch: 118 | Loss: 0.232394 | Reconstruction_loss: 0.173724 | z_kl_loss: 0.058670 | Accuracy: 0.909111
Epoch: 119 | Loss: 0.229466 | Reconstruction_loss: 0.170945 | z_kl_loss: 0.058521 | Accuracy: 0.907532
Epoch: 120 | Loss: 0.238036 | Reconstruction_loss: 0.179779 | z_kl_loss: 0.058257 | Accuracy: 0.914672
Epoch: 121 | Loss: 0.226365 | Reconstruction_loss: 0.168244 | z_kl_loss: 0.058120 | Accuracy: 0.915424
Epoch: 122 | Loss: 0.228730 | Reconstruction_loss: 0.170760 | z_kl_loss: 0.057970 | Accuracy: 0.920401
Epoch: 123 | Loss: 0.220573 | Reconstruction_loss: 0.162674 | z_kl_loss: 0.057900 | Accuracy: 0.919003
Epoch: 124 | Loss: 0.225461 | Reconstruction_loss: 0.167777 | z_kl_loss: 0.057684 | Accuracy: 0.918738
Epoch: 125 | Loss: 0.218663 | Reconstruction_loss: 0.161068 | z_kl_loss: 0.057595 | Accuracy: 0.918361
Epoch: 126 | Loss: 0.221732 | Reconstruction_loss: 0.164284 | z_kl_loss: 0.057448 | Accuracy: 0.918713
Epoch: 127 | Loss: 0.228966 | Reconstruction_loss: 0.171639 | z_kl_loss: 0.057327 | Accuracy: 0.919284
Epoch: 128 | Loss: 0.222012 | Reconstruction_loss: 0.164721 | z_kl_loss: 0.057291 | Accuracy: 0.922669
Epoch: 129 | Loss: 0.216136 | Reconstruction_loss: 0.158751 | z_kl_loss: 0.057384 | Accuracy: 0.919830
Epoch: 130 | Loss: 0.223468 | Reconstruction_loss: 0.166141 | z_kl_loss: 0.057326 | Accuracy: 0.919347
Epoch: 131 | Loss: 0.222133 | Reconstruction_loss: 0.164947 | z_kl_loss: 0.057186 | Accuracy: 0.919673
Epoch: 132 | Loss: 0.213120 | Reconstruction_loss: 0.155963 | z_kl_loss: 0.057157 | Accuracy: 0.917479
Epoch: 133 | Loss: 0.221209 | Reconstruction_loss: 0.164026 | z_kl_loss: 0.057184 | Accuracy: 0.919745
Epoch: 134 | Loss: 0.223764 | Reconstruction_loss: 0.166331 | z_kl_loss: 0.057433 | Accuracy: 0.923858
Epoch: 135 | Loss: 0.220670 | Reconstruction_loss: 0.162964 | z_kl_loss: 0.057707 | Accuracy: 0.922973
Epoch: 136 | Loss: 0.228006 | Reconstruction_loss: 0.170285 | z_kl_loss: 0.057722 | Accuracy: 0.922543
Epoch: 137 | Loss: 0.211414 | Reconstruction_loss: 0.153707 | z_kl_loss: 0.057707 | Accuracy: 0.920478
Epoch: 138 | Loss: 0.219179 | Reconstruction_loss: 0.161620 | z_kl_loss: 0.057559 | Accuracy: 0.922789
Epoch: 139 | Loss: 0.219313 | Reconstruction_loss: 0.161884 | z_kl_loss: 0.057429 | Accuracy: 0.921531
Epoch: 140 | Loss: 0.217148 | Reconstruction_loss: 0.159917 | z_kl_loss: 0.057231 | Accuracy: 0.919915
Epoch: 141 | Loss: 0.209572 | Reconstruction_loss: 0.152559 | z_kl_loss: 0.057013 | Accuracy: 0.922669
Epoch: 142 | Loss: 0.212082 | Reconstruction_loss: 0.155435 | z_kl_loss: 0.056647 | Accuracy: 0.925754
Epoch: 143 | Loss: 0.210562 | Reconstruction_loss: 0.154271 | z_kl_loss: 0.056291 | Accuracy: 0.924356
Epoch: 144 | Loss: 0.208048 | Reconstruction_loss: 0.152061 | z_kl_loss: 0.055987 | Accuracy: 0.926427
Epoch: 145 | Loss: 0.204253 | Reconstruction_loss: 0.148526 | z_kl_loss: 0.055727 | Accuracy: 0.929145
Epoch: 146 | Loss: 0.211969 | Reconstruction_loss: 0.156360 | z_kl_loss: 0.055609 | Accuracy: 0.930120
Epoch: 147 | Loss: 0.208501 | Reconstruction_loss: 0.152679 | z_kl_loss: 0.055821 | Accuracy: 0.926065
Epoch: 148 | Loss: 0.204237 | Reconstruction_loss: 0.148151 | z_kl_loss: 0.056086 | Accuracy: 0.922701
Epoch: 149 | Loss: 0.208417 | Reconstruction_loss: 0.152347 | z_kl_loss: 0.056070 | Accuracy: 0.924756
Epoch: 150 | Loss: 0.206936 | Reconstruction_loss: 0.150875 | z_kl_loss: 0.056061 | Accuracy: 0.926459
Epoch: 151 | Loss: 0.202224 | Reconstruction_loss: 0.146226 | z_kl_loss: 0.055998 | Accuracy: 0.927263
Epoch: 152 | Loss: 0.205762 | Reconstruction_loss: 0.150065 | z_kl_loss: 0.055697 | Accuracy: 0.929718
Epoch: 153 | Loss: 0.206221 | Reconstruction_loss: 0.150984 | z_kl_loss: 0.055238 | Accuracy: 0.926347
Epoch: 154 | Loss: 0.207521 | Reconstruction_loss: 0.153066 | z_kl_loss: 0.054456 | Accuracy: 0.927157
Epoch: 155 | Loss: 0.208028 | Reconstruction_loss: 0.154721 | z_kl_loss: 0.053306 | Accuracy: 0.924585
Epoch: 156 | Loss: 0.199509 | Reconstruction_loss: 0.147254 | z_kl_loss: 0.052255 | Accuracy: 0.925646
Epoch: 157 | Loss: 0.199810 | Reconstruction_loss: 0.148336 | z_kl_loss: 0.051474 | Accuracy: 0.924344
Epoch: 158 | Loss: 0.207243 | Reconstruction_loss: 0.156165 | z_kl_loss: 0.051078 | Accuracy: 0.929956
Epoch: 159 | Loss: 0.206045 | Reconstruction_loss: 0.154963 | z_kl_loss: 0.051082 | Accuracy: 0.933153
Epoch: 160 | Loss: 0.197500 | Reconstruction_loss: 0.146289 | z_kl_loss: 0.051211 | Accuracy: 0.930140
Epoch: 161 | Loss: 0.197120 | Reconstruction_loss: 0.145811 | z_kl_loss: 0.051309 | Accuracy: 0.926005
Epoch: 162 | Loss: 0.200662 | Reconstruction_loss: 0.149436 | z_kl_loss: 0.051226 | Accuracy: 0.928750
Epoch: 163 | Loss: 0.204521 | Reconstruction_loss: 0.153222 | z_kl_loss: 0.051298 | Accuracy: 0.927622
Epoch: 164 | Loss: 0.200379 | Reconstruction_loss: 0.148872 | z_kl_loss: 0.051508 | Accuracy: 0.928128
Epoch: 165 | Loss: 0.193375 | Reconstruction_loss: 0.141751 | z_kl_loss: 0.051624 | Accuracy: 0.931013
Epoch: 166 | Loss: 0.198133 | Reconstruction_loss: 0.146380 | z_kl_loss: 0.051753 | Accuracy: 0.929688
Epoch: 167 | Loss: 0.193180 | Reconstruction_loss: 0.141214 | z_kl_loss: 0.051967 | Accuracy: 0.927779
Epoch: 168 | Loss: 0.199898 | Reconstruction_loss: 0.147897 | z_kl_loss: 0.052001 | Accuracy: 0.934471
Epoch: 169 | Loss: 0.194271 | Reconstruction_loss: 0.142300 | z_kl_loss: 0.051971 | Accuracy: 0.931868
Epoch: 170 | Loss: 0.191153 | Reconstruction_loss: 0.139208 | z_kl_loss: 0.051945 | Accuracy: 0.931114
Epoch: 171 | Loss: 0.192574 | Reconstruction_loss: 0.140643 | z_kl_loss: 0.051930 | Accuracy: 0.930454
Epoch: 172 | Loss: 0.184572 | Reconstruction_loss: 0.132774 | z_kl_loss: 0.051798 | Accuracy: 0.934471
Epoch: 173 | Loss: 0.186285 | Reconstruction_loss: 0.134639 | z_kl_loss: 0.051646 | Accuracy: 0.936165
Epoch: 174 | Loss: 0.193637 | Reconstruction_loss: 0.142127 | z_kl_loss: 0.051510 | Accuracy: 0.938024
Epoch: 175 | Loss: 0.191342 | Reconstruction_loss: 0.139880 | z_kl_loss: 0.051462 | Accuracy: 0.935349
Epoch: 176 | Loss: 0.186935 | Reconstruction_loss: 0.135388 | z_kl_loss: 0.051547 | Accuracy: 0.927386
Epoch: 177 | Loss: 0.186788 | Reconstruction_loss: 0.135261 | z_kl_loss: 0.051526 | Accuracy: 0.929733
Epoch: 178 | Loss: 0.181963 | Reconstruction_loss: 0.130574 | z_kl_loss: 0.051389 | Accuracy: 0.932912
Epoch: 179 | Loss: 0.186599 | Reconstruction_loss: 0.135460 | z_kl_loss: 0.051139 | Accuracy: 0.940213
Epoch: 180 | Loss: 0.189831 | Reconstruction_loss: 0.138856 | z_kl_loss: 0.050975 | Accuracy: 0.943931
Epoch: 181 | Loss: 0.183790 | Reconstruction_loss: 0.132747 | z_kl_loss: 0.051043 | Accuracy: 0.937643
Epoch: 182 | Loss: 0.181924 | Reconstruction_loss: 0.130837 | z_kl_loss: 0.051086 | Accuracy: 0.929364
Epoch: 183 | Loss: 0.180736 | Reconstruction_loss: 0.129817 | z_kl_loss: 0.050919 | Accuracy: 0.929767
Epoch: 184 | Loss: 0.184567 | Reconstruction_loss: 0.133871 | z_kl_loss: 0.050696 | Accuracy: 0.936598
Epoch: 185 | Loss: 0.178134 | Reconstruction_loss: 0.127697 | z_kl_loss: 0.050437 | Accuracy: 0.940908
Epoch: 186 | Loss: 0.185649 | Reconstruction_loss: 0.135440 | z_kl_loss: 0.050209 | Accuracy: 0.941998
Epoch: 187 | Loss: 0.180190 | Reconstruction_loss: 0.129925 | z_kl_loss: 0.050265 | Accuracy: 0.937863
Epoch: 188 | Loss: 0.185451 | Reconstruction_loss: 0.134952 | z_kl_loss: 0.050500 | Accuracy: 0.934737
Epoch: 189 | Loss: 0.182802 | Reconstruction_loss: 0.132013 | z_kl_loss: 0.050789 | Accuracy: 0.931989
Epoch: 190 | Loss: 0.180658 | Reconstruction_loss: 0.129702 | z_kl_loss: 0.050956 | Accuracy: 0.933728
Epoch: 191 | Loss: 0.182609 | Reconstruction_loss: 0.131660 | z_kl_loss: 0.050949 | Accuracy: 0.942557
Epoch: 192 | Loss: 0.180289 | Reconstruction_loss: 0.129385 | z_kl_loss: 0.050904 | Accuracy: 0.944734
Epoch: 193 | Loss: 0.176942 | Reconstruction_loss: 0.126035 | z_kl_loss: 0.050907 | Accuracy: 0.943077
Epoch: 194 | Loss: 0.181097 | Reconstruction_loss: 0.130213 | z_kl_loss: 0.050884 | Accuracy: 0.938043
Epoch: 195 | Loss: 0.181499 | Reconstruction_loss: 0.130733 | z_kl_loss: 0.050766 | Accuracy: 0.932941
Epoch: 196 | Loss: 0.183083 | Reconstruction_loss: 0.132601 | z_kl_loss: 0.050482 | Accuracy: 0.932257
Epoch: 197 | Loss: 0.180267 | Reconstruction_loss: 0.130066 | z_kl_loss: 0.050202 | Accuracy: 0.935600
Epoch: 198 | Loss: 0.184812 | Reconstruction_loss: 0.134869 | z_kl_loss: 0.049943 | Accuracy: 0.943229
Epoch: 199 | Loss: 0.176150 | Reconstruction_loss: 0.126185 | z_kl_loss: 0.049965 | Accuracy: 0.944536
Epoch: 200 | Loss: 0.185477 | Reconstruction_loss: 0.135403 | z_kl_loss: 0.050074 | Accuracy: 0.938874
Epoch: 201 | Loss: 0.180417 | Reconstruction_loss: 0.130248 | z_kl_loss: 0.050169 | Accuracy: 0.933459
Epoch: 202 | Loss: 0.177050 | Reconstruction_loss: 0.127009 | z_kl_loss: 0.050041 | Accuracy: 0.933433
Epoch: 203 | Loss: 0.187548 | Reconstruction_loss: 0.137743 | z_kl_loss: 0.049805 | Accuracy: 0.937380
Epoch: 204 | Loss: 0.179162 | Reconstruction_loss: 0.129361 | z_kl_loss: 0.049802 | Accuracy: 0.942395
Epoch: 205 | Loss: 0.173586 | Reconstruction_loss: 0.123682 | z_kl_loss: 0.049904 | Accuracy: 0.944849
Epoch: 206 | Loss: 0.176967 | Reconstruction_loss: 0.126938 | z_kl_loss: 0.050030 | Accuracy: 0.941729
